name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Stricken,Ten Thousand Fists,Disturbed,4VGUcTzWj0ebZ0UgI9irJL,19-09-2005,0,245109,0.404,8.51E-05,0.969,0.0114,0.268,0.29,-2.938,0.195,173.878,8,4,Energetic
Stupify,The Sickness (10th Anniversary Edition),Disturbed,54cWVWqgyFukgDKQYmaKM3,12-03-2010,61,274000,0.597,0.00108,0.939,9.77E-05,0.201,0.422,-3.001,0.0446,98,1,4,Energetic
Supersonic (feat. Christian Burns),Supersonic (feat. Christian Burns),Swanky Tunes,2d0UsAbvuAiCyR4oV6fiOq,18-02-2019,52,245783,0.34,0.00814,0.923,0.000829,0.385,0.13,-3.864,0.131,127.789,0,4,Energetic
Swerve City,Koi No Yokan,Deftones,2OUR8g12h5qsGDs1v5lqvp,09-11-2012,55,164986,0.457,0.0001,0.964,0.00811,0.67,0.372,-2.963,0.0656,111.972,10,4,Energetic
Tears Don't Fall,The Poison,Bullet For My Valentine,1kdiiFGX1Htx0aVZYaDwEJ,14-02-2006,61,348386,0.212,0.000725,0.926,4.83E-06,0.081,0.262,-3.378,0.14,162.103,7,4,Energetic
Thank You for the Venom,Three Cheers for Sweet Revenge,My Chemical Romance,0BpKPyXhWsTaWkgXeOd1Sn,08-06-2004,61,221093,0.486,0.00237,0.977,0,0.298,0.413,-3.463,0.0603,103.501,7,4,Energetic
The Hardest Button To Button,Elephant,The White Stripes,5vVwPth7ccUHil5wsUG7ky,01-04-2003,56,212426,0.692,0.0097,0.515,0.292,0.103,0.549,-8.488,0.0678,128.469,4,4,Energetic
The Hell Song,All The Good Sh**. 14 Solid Gold Hits (2000-2008),Sum 41,2iyriVrfEXWD7YRfPqub7l,01-01-2009,37,199493,0.343,0.000135,0.956,0.00165,0.143,0.553,-5.073,0.0739,173.325,8,4,Energetic
The King (with Dzeko),The King (with Dzeko),Dimitri Vangelis & Wyman,40UbcJWyWPqOWFvv4Dpvfc,14-06-2019,59,209493,0.655,0.0587,0.726,0.00311,0.145,0.292,-4.614,0.0324,128.001,9,4,Energetic
The Wall,The Wall,Alok,0Qp1IH1EkRCNabfgzxNMUT,28-06-2019,59,159500,0.682,0.00953,0.91,0.0673,0.0732,0.536,-2.314,0.0431,122.943,11,4,Energetic
There For You,There For You,Gorgon City,4Qv71lFPCObf7zol1uWCJb,16-08-2019,68,186493,0.533,0.00529,0.844,8.91E-05,0.0722,0.712,-5.04,0.0302,123.971,11,4,Energetic
Toxic,Rattlesnake!,A Static Lullaby,34ccBqL3xNaCzPxr0UqoEw,09-09-2008,49,200240,0.555,3.01E-05,0.98,4.38E-05,0.0661,0.37,-6.063,0.154,143.005,8,4,Energetic
Under A Killing Moon,The Artist In The Ambulance,Thrice,0XiivUyimrmkUyJkKiILPW,01-01-2003,41,161733,0.414,7.12E-06,0.988,0.44,0.0709,0.489,-3.703,0.0786,184.995,8,4,Energetic
Up Against (Blackout),Louder Now (Deluxe),Taking Back Sunday,7dx3zyB8aQHd2LQm0u1lwS,24-04-2006,0,182533,0.549,0.000785,0.876,0,0.288,0.741,-3.589,0.0404,146.549,6,3,Energetic
Uprising,The Resistance,Muse,4VqPOruhp5EdPBeR92t6lQ,10-09-2009,75,304840,0.602,0.000202,0.905,0.064,0.117,0.411,-4.046,0.0775,128.019,2,4,Energetic
Vamos,Vamos,Dimitri Vangelis & Wyman,0i6KOje3rNRSNPw0vy803g,02-02-2018,42,181237,0.52,0.00209,0.975,0.213,0.148,0.254,-3.66,0.0839,128.017,2,4,Energetic
Voices,The Sickness (10th Anniversary Edition),Disturbed,47H4oc7Zkihwae7ST7F4zp,12-03-2010,54,191960,0.589,0.000116,0.983,0.00211,0.0628,0.469,-2.521,0.121,110.007,10,4,Energetic
Waiting For Tomorrow (feat. Mike Shinoda),BYLAW EP,Martin Garrix,27YP211Rr8RezhiFVDLFI8,19-10-2018,56,247504,0.507,0.00731,0.887,0,0.562,0.336,-4.084,0.141,128.015,5,4,Energetic
Wash It All Away,Got Your Six (Deluxe),Five Finger Death Punch,6AKWOVOJ81OQfsgxZbJ6QN,04-09-2015,63,224906,0.485,2.08E-05,0.987,0,0.267,0.272,-3.1,0.0738,123.576,4,4,Energetic
Welcome Home,Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness,Coheed and Cambria,42GP0xKtkolBnmqQRvSllO,15-01-2005,64,374973,0.442,0.00648,0.951,1.12E-06,0.0887,0.158,-5.27,0.11,154.004,11,4,Energetic
Whiskey In The Jar,"Garage, Inc.",Metallica,77gY3WsOnEsq9JOWgBmdLj,24-11-1998,0,304893,0.511,5.36E-06,0.972,0.00101,0.19,0.532,-3.751,0.0413,132.97,10,4,Energetic
White Lies,We Sound Electric,Stacy Crowne,0BvlCuNiWLE78NiZCiUxM7,04-10-2019,18,208353,0.336,0.00797,0.88,0,0.445,0.485,-5.675,0.0739,155.004,6,4,Energetic
White Lies - Guy Arthur Remix,White Lies (The Remixes),The Him,1FoMWISq2KNqKappkrG5Yo,16-03-2018,44,210000,0.656,0.00428,0.896,0.000137,0.192,0.506,-4.461,0.0936,128.026,9,4,Energetic
Wild Wild Son - Club Mix,Wild Wild Son (Club Mix),Armin van Buuren,2Fgo49RzWsVWKcwAksPWq8,19-10-2018,35,218200,0.526,0.00138,0.867,0.00064,0.0975,0.12,-4.332,0.0659,132.106,5,4,Energetic
Without,Inertia,The Exies,4qguRyO5RJexa48AuRwkLZ,01-01-2003,19,209906,0.523,0.000357,0.95,0,0.0944,0.479,-4.415,0.0467,99.231,6,4,Energetic
Wrong Way,Sublime Greatest Hits,Sublime,6uUqBB6wXrcIJWssTRfIYE,09-11-1999,1,136360,0.663,0.0655,0.671,0,0.107,0.955,-6.103,0.0395,74.453,9,4,Energetic
"You're Gonna Go Far, Kid",21 Alt Rock Anthems,Various Artists,7oypoJJHZOALqQlGKpTefk,22-07-2014,0,178333,0.547,0.00485,0.877,0,0.247,0.611,-5.135,0.0658,126.083,9,4,Energetic
Take My Breath Away,Take My Breath Away,Alesso,2U1uiiXgExCpPr4GhLGJMv,,,188710,0.517,0.0598,0.9,0,0.348,0.475,-3.834,0.202,120.967,10,4,Energetic
Love Not War (The Tampa Beat),Love Not War (The Tampa Beat),Jason Derulo,4Lt6GXGzYsa1tgkv3nGSTm,,,192921,0.738,0.105,0.85,0,0.23,0.865,-3.049,0.0642,98.013,8,4,Energetic
BED,BED,Joel Corry,0siYMEsGrzzzlWLXK5zJfS,,,178088,0.671,0.0142,0.782,2.21E-03,0.333,0.618,-4.593,0.0341,123.989,6,4,Energetic
Run It Up,Sad in Scandinavia,Seeb,6KQYQ5ycUHmDYFjL2jLXYC,,,161279,0.729,0.0225,0.857,0.00E+00,0.13,0.818,-3.528,0.0578,128.025,10,4,Energetic
Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat) [Remix EP] [Extended Edition],Saweetie,20BOju91NaEFK5Py4VJ2pp,,,155884,0.84,0.00302,0.766,3.61E-06,0.0684,0.402,-4.12,0.136,94.018,4,4,Energetic
Burn,Halcyon Days,Ellie Goulding,2GgxS8bUT5G25QJTsfSv0R,,,231212,0.559,0.31,0.777,0,0.105,0.329,-5.031,0.0432,87.016,1,4,Energetic
2Drunk,Spaceman,Nick Jonas,33o0xXMPY41CWwDTnxyM5Z,,,192319,0.648,0.0332,0.798,0,0.201,0.607,-6.088,0.179,156.023,6,4,Energetic
Please Don't Go,31 Minutes to Takeoff,Mike Posner,3wkKkFAtYSTRwqOydW6T0I,,,196813,0.698,0.00236,0.879,0.119,0.129,0.645,-3.928,0.0306,120.018,4,4,Energetic
What Makes You Beautiful,Up All Night,One Direction,4cluDES4hQEUhmXj6TXkSo,,,199987,0.726,0.009,0.787,0,0.0596,0.888,-2.494,0.0737,124.99,4,4,Energetic
My Life Would Suck Without You,All I Ever Wanted,Kelly Clarkson,4Dm32oO01YpIubCHaAtKkN,,,211493,0.526,0.0014,0.882,0.00E+00,0.144,0.424,-4.006,0.0509,144.982,9,4,Energetic
King,Communion (Deluxe),Years & Years,3AeicLnm55RqcXGBKYQolM,,,215360,0.56,0.0594,0.857,0,0.381,0.432,-4.145,0.0384,119.975,4,4,Energetic
Call On Me,Call On Me,RAYE,1gX4wETtMGvOB7u1proVfj,,,194880,0.582,0.021,0.889,0.00E+00,0.687,0.438,-4.386,0.0491,121.977,0,4,Energetic
Woman,Planet Her,Doja Cat,6Uj1ctrBOjOas8xZXGqKk4,,,172627,0.824,0.0888,0.764,0.00294,0.117,0.881,-4.175,0.0854,107.998,5,4,Energetic
Money On My Mind,In The Lonely Hour,Sam Smith,5XX9oGZfgKMXdHnEp4t2JB,,,192670,0.688,0.204,0.841,0.000295,0.229,0.743,-5.217,0.179,133.912,2,4,Energetic
Let Me Hold You (Turn Me On),Let Me Hold You (Turn Me On),Cheat Codes,3aLWuWKHaTV4Ok7LKvXRYn,,,162425,0.681,0.0992,0.774,0.00E+00,0.35,0.267,-3.167,0.0787,102.924,1,4,Energetic
Told You So,Told You So,HRVY,1uIwVtzdG5tZT32O9wdXk9,,,177013,0.745,0.0697,0.825,0,0.168,0.744,-5.413,0.0748,99.98,0,4,Energetic
Love Me - Felix Cartal's Chill Mix,Love Me (Remixes),Felix Cartal,7yaMJeDKiDCGC35LrP6EYU,,,221901,0.651,0.0233,0.806,0.267,0.104,0.21,-3.458,0.0525,121.05,8,4,Energetic
Got the Feeling,Got the Feeling,Syn Cole,5or3DfWwQPvoFSEKhifZaq,,,178912,0.677,7.76E-02,0.819,5.61E-05,0.0756,0.529,-3.654,0.0304,124.01,0,4,Energetic
Lovers For The Weekend,Lovers For The Weekend,John De Sohn,7FvfODgUxsxQNDaYDEboIL,,,170947,0.571,0.00527,0.775,8.99E-06,0.156,0.384,-8.608,0.0477,105.951,3,4,Energetic
Nobody,Nobody,NOTD,7GiozRoMk95aFl1WbrDdjX,,,143953,0.818,1.66E-02,0.773,7.64E-06,0.377,0.878,-5.714,0.0579,122.016,8,4,Energetic
We Got Love,We Got Love,Sigala,35mMXfym6C9VOTUVrcKKZp,,,213041,0.722,0.0205,0.812,2.51E-05,0.131,0.657,-3.352,0.0924,124.909,9,4,Energetic
CAN THEY HEAR US (From ‘Gully’ with original Daniel Heath Score),CAN THEY HEAR US (From ‘Gully’ with original Daniel Heath Score),Dua Lipa,6pOJF93bhb1bTQvOXxE46u,,,231826,0.615,0.308,0.794,6.01E-05,0.277,0.649,-5.554,0.0655,95.055,2,4,Energetic
Amnesia (feat. GASHI),Amnesia (feat. GASHI),Loud Luxury,1xvh5ujI8fogjmadcLmLBZ,,,193548,0.745,4.54E-02,0.839,3.09E-05,0.0882,0.226,-6.654,0.0489,124.021,11,4,Energetic
Take Me Home (feat. Bebe Rexha),"Blood, Sweat & 3 Years",Cash Cash,7L59vVTpoS94JU3KEeolqt,,,206320,0.571,0.0615,0.903,1.23E-06,0.186,0.477,-2.184,0.214,127.951,7,4,Energetic
I Want Love,I Want Love,Jessie J,4DqXhYryASlQ2W6IAZF8Un,,,197500,0.652,0.13,0.768,0,0.138,0.492,-3.566,0.0528,119.936,8,4,Energetic
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,,,251088,0.72,4.06E-01,0.763,0,0.18,0.742,-4.068,0.0523,101.965,9,4,Energetic
Starstruck,Starstruck,Years & Years,2WJVFqVQ3ivhAoAQWzEzeL,,,207755,0.555,0.011,0.879,0,0.298,0.691,-2.484,0.0983,113.852,9,4,Energetic
If I Can't Have You,If I Can't Have You,Shawn Mendes,6LsAAHotRLMOHfCsSfYCsz,,,190800,0.692,5.24E-01,0.809,0.00E+00,0.147,0.864,-4.198,0.0602,123.911,2,4,Energetic
I Want Love (with Two Feet),I Want Love (with Two Feet),Gryffin,2ybp2K0VO9sbtGFCfO8tp1,,,194343,0.586,0.00467,0.764,0.0125,0.162,0.166,-6.488,0.0345,120.996,2,3,Energetic
All Star,All Star,Mike Perry,2u0oTsc6XcvJTh24ynQ1Ao,,,151278,0.66,1.60E-02,0.852,0,0.203,0.594,-3.573,0.0378,103.988,7,4,Energetic
Last Time,Last Time,Becky Hill,54zJ1SxDe0CQhWRij7E0no,,,214560,0.725,0.305,0.794,0.00E+00,0.106,0.754,-2.421,0.0699,123.964,7,4,Energetic
Use Your Love (feat. Goldford),Use Your Love (feat. Goldford),Sam Feldt,5W05N4aETUauCVzddI8L66,,,174720,0.712,0.401,0.776,0,0.296,0.659,-3.341,0.0802,124.977,6,4,Energetic
Let Me Reintroduce Myself,Let Me Reintroduce Myself,Gwen Stefani,4RPJGu9NXhxdV53l14XwAO,,,191837,0.611,0.0259,0.839,0.00E+00,0.347,0.818,-4.155,0.0569,85.992,10,4,Energetic
Hard On Yourself,Hard On Yourself,Charlie Puth,6o4LOloYJc8yu0CdvOvifU,,,160825,0.824,0.22,0.783,0,0.234,0.788,-4.53,0.0507,114.028,1,4,Energetic
Hot Stuff,Hot Stuff,Kygo,00ETaeHUQ6lops3oWU1Wrt,,,199008,0.681,0.019,0.773,1.28E-06,0.11,0.429,-5.749,0.148,119.961,5,4,Energetic
All You Need To Know (feat. Calle Lehmann),All You Need To Know (feat. Calle Lehmann),Gryffin,4Gcv5SsxnQWpmOnUI19EJk,,,238459,0.513,9.68E-03,0.788,0,0.11,0.234,-4.629,0.0364,139.987,0,4,Energetic
2019,2019,Martin Jensen,0YETkmonJ718JRimG5zJOm,,,131381,0.876,0.119,0.765,5.20E-06,0.0826,0.729,-6.554,0.269,115.072,9,4,Energetic
Provide (feat. Chris Brown & Mark Morrison),Provide (feat. Chris Brown & Mark Morrison),G-Eazy,0tQmgwFKw9069z1BXniOiA,,,186350,0.652,0.0165,0.803,0,0.307,0.661,-4.116,0.238,95.025,9,4,Energetic
Beside You (feat. Georgia Ku),Beside You (feat. Georgia Ku),Matoma,6Tdy6tOHVEyBmlObZpGJJc,,,176640,0.634,8.01E-02,0.794,0.00E+00,0.0664,0.67,-6.363,0.0945,123.02,6,4,Energetic
Hate Me (with Juice WRLD),Hate Me (with Juice WRLD),Ellie Goulding,6kls8cSlUyHW2BUOkDJIZE,,,186223,0.657,0.108,0.768,0.00E+00,0.144,0.759,-4.628,0.0507,75.025,8,4,Energetic
Don't Start Now,Future Nostalgia,Dua Lipa,3PfIrDoz19wz7qK7tYeu62,,,183290,0.793,1.23E-02,0.793,0,0.0951,0.679,-4.521,0.083,123.95,11,4,Energetic
Let's Love,Let's Love,David Guetta,6lhZLbb0czULpjb2kFryPS,,,200645,0.662,0.00882,0.868,2.44E-03,0.584,0.353,-4.025,0.0341,92.998,5,4,Energetic
By Your Side,By Your Side,Mike Perry,7bgz8auLPA7PesBhDHY1vW,,,155122,0.637,0.0289,0.813,0.00E+00,0.0906,0.429,-5.199,0.0544,122.963,7,4,Energetic
Starstruck (with Kylie Minogue),Starstruck (with Kylie Minogue),Years & Years,3VI3idv3XIxSKctGTGQrHg,,,206040,0.613,0.0364,0.867,0,0.318,0.66,-2.089,0.0817,113.971,9,4,Energetic
OK Not To Be OK,OK Not To Be OK,Marshmello,0zzVTGyRrWpQu8Fr28NRAv,,,159863,0.743,1.72E-02,0.837,0.00E+00,0.0743,0.263,-5.025,0.0649,103.072,1,4,Energetic
If I Can't Have You,Shawn Mendes (Deluxe),Shawn Mendes,2bT1PH7Cw3J9p3t7nlXCdh,,,191467,0.691,0.487,0.823,0,0.134,0.87,-4.197,0.0623,123.935,2,4,Energetic
Give Me Your Love,Brighter Days,Sigala,1plzDKavZ6EkVk91RPYd1L,,,207280,0.633,4.58E-03,0.947,3.96E-05,0.341,0.683,-2.332,0.0354,124.973,2,4,Energetic
The Bender (with Brando),The Bender (with Brando),Matoma,3INNLgKkHn8HOodDulCd7x,,,184320,0.707,6.06E-02,0.882,0.0132,0.105,0.208,-7.46,0.0384,125.005,6,4,Energetic
Good Vibes,Good Vibes,HRVY,53kWAAfx7IopXRa31MQHB8,,,170280,0.558,0.274,0.877,0,0.162,0.762,-3.392,0.145,99.988,10,4,Energetic
Fell In Love With An Alien,Fell In Love With An Alien,Mike Perry,3Wxa86CnA26Kccy7wkFpbe,,,175042,0.586,1.43E-02,0.833,0,0.199,0.519,-4.315,0.0415,94.993,10,4,Energetic
About You,About You,KREAM,0mSxHkAKB6JR8Y3IX20H3n,,,159400,0.711,1.16E-03,0.82,0.48,0.302,0.733,-6.171,0.0477,124.983,8,4,Energetic
Baby,My World 2.0,Justin Bieber,6epn3r7S14KUqlReYr77hA,,,214240,0.728,0.0401,0.859,0,0.111,0.535,-5.237,0.137,65.043,5,4,Energetic
Looking At You (feat. Sam Vesso),Looking At You (feat. Sam Vesso),Two Friends,2IBzArIJ2ognJz1EZinuPg,,,153789,0.652,1.36E-01,0.815,0,0.0844,0.794,-3.784,0.131,121.969,8,4,Energetic
Rolling in the Deep,21,Adele,4OSBTYWVwsQhGLF9NHvIbR,,,228093,0.73,0.138,0.769,0,0.0473,0.507,-5.114,0.0298,104.948,8,4,Energetic
Chosen (feat. Ty Dolla $ign),No Love Lost (Deluxe),Blxst,1dIWPXMX4kRHj6Dt2DStUQ,,,161684,0.571,0.336,0.767,0,0.0809,0.605,-5.16,0.287,93.421,2,4,Energetic
Our Song,Therapy,Anne-Marie,3fGW43fnu3OHEw6ohTC2Bw,,,163733,0.572,0.127,0.759,0,0.224,0.519,-4.312,0.0506,80.95,2,4,Energetic
Classic,MKTO,MKTO,6FE2iI43OZnszFLuLtvvmg,,,175427,0.72,0.0384,0.791,0,0.157,0.756,-4.689,0.124,102.071,1,4,Energetic
Big (feat. Gunna),Big (feat. Gunna),Rita Ora,0BjfodYJYki5xbxHJZe0Cf,,,156781,0.781,0.0672,0.843,1.27E-06,0.0637,0.616,-3.445,0.0349,111.992,7,4,Energetic
Watermelon Sugar,Fine Line,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,,,174000,0.548,0.122,0.816,0,0.335,0.557,-4.209,0.0465,95.39,0,4,Energetic
Happy Hour,Happy Hour,Felix Cartal,0Q8I9WVpuNEFPiF83ZpcvU,,,168000,0.625,0.00324,0.855,0.00E+00,0.742,0.303,-3.184,0.0401,120.004,5,4,Energetic
"Baby, I'm Jealous (feat. Doja Cat)",Better Mistakes,Bebe Rexha,5r0cOO77xkM5jjHk67Z2Lt,,,175873,0.737,0.0398,0.867,0.00E+00,0.32,0.506,-2.259,0.0458,98.05,11,4,Energetic
Over Now (with The Weeknd),Over Now (with The Weeknd),Calvin Harris,58AGoOGbwsQMhBbH0eFLRR,,,210795,0.612,0.0759,0.884,0.00132,0.247,0.679,-4.113,0.0454,178.043,4,4,Energetic
You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,1qrpoAMXodY6895hGKoUpA,,,231124,0.632,0.0623,0.773,0,0.0885,0.474,-4.856,0.0346,130.033,6,4,Energetic
Keep It Simple (feat. Wilder Woods),Keep It Simple (feat. Wilder Woods),Matoma,58fGC7ZRlPhW1J7kLx1goK,,,191579,0.629,0.0142,0.82,4.34E-05,0.039,0.329,-5.651,0.0543,113.95,1,4,Energetic
Price Tag,Who You Are (Platinum Edition),Jessie J,2fTsFCKRFQ5M0igJgabnLA,,,223053,0.636,0.0294,0.831,3.85E-06,0.272,0.668,-3.945,0.182,175.015,5,4,Energetic
Been There Done That - Beauz Remix,Been There Done That (Remixes),NOTD,69ojMoBrxC6YKBbBxBtYFX,,,168000,0.621,0.112,0.875,0,0.295,0.785,-2.15,0.0993,125.122,5,4,Energetic
STAY (with Justin Bieber),F*CK LOVE 3: OVER YOU,The Kid LAROI,5PjdY0CKGZdEuoNab3yDmX,,,141806,0.591,0.0383,0.764,0,0.103,0.478,-5.484,0.0483,169.928,1,4,Energetic
Feel Me,Rare (Deluxe),Selena Gomez,4mt7C6wYeTUWDDk7xKym9w,,,226003,0.71,4.40E-01,0.808,0.000773,0.0734,0.392,-6.703,0.0433,99.989,2,4,Energetic
Physical,Future Nostalgia,Dua Lipa,3AzjcOeAmA57TIOr9zF1ZW,,,193829,0.647,1.37E-02,0.844,0.000658,0.102,0.746,-3.756,0.0457,146.967,0,4,Energetic
Sweet Lovin' - Radio Edit,Brighter Days,Sigala,1qp0ptMXNg9hqLH8sk7cc2,,,202213,0.68,0.207,0.85,1.98E-06,0.339,0.71,-2.785,0.0661,124.942,10,4,Energetic
Love Myself,HAIZ,Hailee Steinfeld,36phXHOKx8rO7CMp2vNX4x,,,218773,0.617,0.0026,0.759,0,0.419,0.324,-6.785,0.0678,122.924,0,4,Energetic
Bloodshot,Bloodshot,Mike Perry,0RjsxObqclok5pyah4SPoh,,,195344,0.692,0.276,0.842,0,0.154,0.649,-4.689,0.0643,113.009,11,4,Energetic
Regardless,Euphoric Sad Songs,RAYE,3DTqHfTGj1c6y2gDXsTez4,,,197573,0.749,0.0205,0.82,0.000685,0.0775,0.534,-6.114,0.0478,120.066,7,4,Energetic
Can't Come To The Phone,Can't Come To The Phone,Martin Jensen,0I5pVidtNjNXeaqHnwhrva,,,175306,0.742,0.0273,0.787,3.25E-05,0.107,0.688,-4.712,0.0479,124.016,9,4,Energetic
Take Control,Take Control,KREAM,4NPkQtN5w0T4ju8T6mYVsJ,,,167846,0.676,0.0105,0.9,1.36E-02,0.0942,0.482,-6.469,0.0881,122.984,6,4,Energetic
Beautiful Now,True Colors,Zedd,2ISSQPb9LHHiV6ng2NXosL,,,218293,0.628,0.0079,0.833,1.48E-05,0.074,0.56,-4.126,0.0282,128.003,11,4,Energetic
Ride or Die (feat. Phoebe Ryan),Say It Like You Feel It,Cash Cash,5vlOmC9rYZKO69KYkcX8va,,,188400,0.547,0.0159,0.881,0,0.171,0.215,-3.152,0.0512,99.979,0,4,Energetic
Remember,Remember,Becky Hill,4laAKIq9ZxBCwf99rauPYb,,,160766,0.612,0.041,0.862,0,0.0907,0.354,-2.903,0.037,123.849,8,4,Energetic
Everything,Everything,3LAU,2cGnOx17iac6m7R5YDUZac,,,199000,0.574,0.00893,0.955,1.60E-02,0.23,0.148,-4.929,0.0385,120.037,10,4,Energetic
Stay,Stay,Cheat Codes,7wGoRwE6MZnm9flIMKWPul,,,193838,0.63,0.0385,0.784,0,0.231,0.451,-5.175,0.042,92.001,2,4,Energetic
Save Your Tears,After Hours,The Weeknd,5QO79kh1waicV47BqGRL3g,,,215627,0.68,0.0212,0.826,1.24E-05,0.543,0.644,-5.487,0.0309,118.051,0,4,Energetic
If You're Gonna Lie,you ruined new york city for me,FLETCHER,0mPTZjG5PElXTUIxj1nqgp,,,203113,0.671,0.607,0.763,2.16E-05,0.495,0.469,-5.877,0.305,149.87,8,4,Energetic
We Don't Care,Brighter Days,Sigala,6THwtgImf1ZAR2w3iknjeS,,,207667,0.682,3.08E-02,0.841,0,0.0534,0.717,-3.465,0.139,90.15,10,4,Energetic
Hold Me Close (feat. Ella Henderson),Hold Me Close (feat. Ella Henderson),Sam Feldt,24aN8j7dBw0FxxKUBlCtd6,,,185750,0.654,1.78E-01,0.795,0,0.19,0.465,-4.419,0.0536,120.019,0,4,Energetic
Somebody To You,Meet The Vamps,The Vamps,6VrLYoQKdhu1Jruei06t65,,,185098,0.526,0.0587,0.818,0,0.333,0.896,-5.952,0.0358,171.96,3,4,Energetic
Adore You,Fine Line,Harry Styles,3jjujdWJ72nww5eGnfs2E7,,,207133,0.676,0.0237,0.771,7.00E-06,0.102,0.569,-3.675,0.0483,99.048,8,4,Energetic
Fallin’ (Adrenaline),The Good Times and The Bad Ones,Why Don't We,6nfqlFOMiWthaOEa53uU0v,,,216504,0.606,1.01E-02,0.9,0.00E+00,0.075,0.233,-4.504,0.119,133.963,0,4,Energetic
Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),Galantis,5K6Ssv4Z3zRvxt0P6EKUAP,,,183726,0.595,0.216,0.784,0,0.0608,0.479,-4.878,0.102,124.111,1,4,Energetic
Ain't My Fault,So Good,Zara Larsson,0ADG9OgdVTL7fgREP75BrZ,,,224031,0.576,0.00778,0.782,0,0.285,0.355,-4.825,0.0296,141.153,6,4,Energetic
Bad Habits,Bad Habits,Ed Sheeran,6PQ88X9TkUIAUIZJHW2upE,,,231041,0.808,0.0469,0.897,3.14E-05,0.364,0.591,-3.712,0.0348,126.026,11,4,Energetic
Bye Bye (feat. Ivy Adara),Gravity,Gryffin,676eXXtx6I7yxaDfXvMpjK,,,210352,0.612,0.00548,0.781,0.00E+00,0.174,0.54,-3.601,0.0931,148.017,4,4,Energetic
Plastic Hearts,Plastic Hearts,Miley Cyrus,6qCsKKS7Ol63SJW3LOIX5R,,,205733,0.551,0.0511,0.756,0.00E+00,0.0765,0.618,-4.948,0.0652,175.984,2,4,Energetic
Easy Love,Brighter Days,Sigala,5s7xgzXtmY4gMjeSlgisjy,,,229813,0.68,0.175,0.942,0.0013,0.117,0.647,-4.208,0.0631,123.976,9,4,Energetic
Love Of Your Life,Love Of Your Life,RAYE,5iqfKcEGKhoeWTNqmZPiu3,,,196171,0.632,0.00161,0.826,2.89E-06,0.146,0.474,-5.326,0.0699,111.886,10,4,Energetic
Love Story (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,6YvqWjhGD8mB5QXcbcUKtx,,,235767,0.627,1.30E-01,0.792,3.97E-06,0.0845,0.415,-4.311,0.031,119.054,2,4,Energetic
Love Is Religion (The Blessed Madonna Remix) [Mixed],Club Future Nostalgia (DJ Mix),Dua Lipa,3q4cfRBOyj4WqQYV9HrsUh,,,209147,0.8,0.0471,0.816,1.40E-06,0.373,0.868,-6.711,0.111,122.987,0,4,Energetic
Keep You Mine,Keep You Mine,NOTD,0OJN2A3Qyvd7pwSF0AIteC,,,174761,0.81,0.267,0.788,0.000172,0.196,0.845,-3.663,0.0447,135.991,10,4,Energetic
Big (feat. Gunna),Big (feat. Gunna),Rita Ora,78oZ26xvmtCfarveRXs3dq,,,156781,0.779,6.59E-02,0.845,1.16E-06,0.0641,0.615,-3.446,0.0356,111.995,7,4,Energetic
Capital Letters,Fifty Shades Freed (Original Motion Picture Soundtrack),Various Artists,6l0Ky2PycJV1Bz88kFeVGL,,,219373,0.661,3.37E-02,0.814,8.27E-06,0.0518,0.459,-5.529,0.0759,99.963,0,4,Energetic
Zinda,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy,7vZz8oJ5qAqB9MghufRK5k,,,211120,0.603,1.73E-04,0.708,3.36E-06,0.158,0.611,-7.047,0.0379,105.046,4,4,Energetic
1999,1999,Prince,2H7PHVdQ3mXqEHXcvclTB0,27-10-1982,68,379266,0.866,0.137,0.73,0,0.0843,0.625,-8.201,0.0767,118.523,5,4,Happy
99 Luftballons,99 Luftballons,Nena,6HA97v4wEGQ5TUClRM0XLc,21-08-1984,2,233000,0.466,0.089,0.438,5.62E-06,0.113,0.587,-12.858,0.0608,193.1,4,4,Happy
A Little Less Conversation - JXL Radio Edit Remix,Elvis 75 - Good Rockin' Tonight,Elvis Presley,4l2hnfUx0esSbITQa7iJt0,28-12-2009,1,211173,0.586,0.000155,0.935,0.277,0.159,0.58,-9.386,0.0482,114.997,4,4,Happy
Africa,Toto IV,TOTO,2374M0fQpWi3dLnB54qaLX,08-04-1982,84,295893,0.671,0.257,0.373,7.95E-05,0.0481,0.732,-18.064,0.0323,92.717,9,4,Happy
All or Nothing (feat. Axel Ehnström) - Deluxe Mix,Less is More (Deluxe),Lost Frequencies,15bAMg00o4VdWmQrlkbfG3,14-07-2017,22,170458,0.737,0.226,0.816,0.453,0.621,0.533,-9.22,0.0411,124.014,4,4,Happy
